,date,spot,option_price
360,2025-04-16 00:04:53.080,83820.92705842877,34544.94021371648
361,2025-04-16 01:04:51.853,83641.90418930881,34375.05028936411
362,2025-04-16 02:04:50.547,83276.55042310501,34028.69089670776
363,2025-04-16 03:04:50.694,83588.3328373832,34324.2340344364
364,2025-04-16 04:04:54.175,83852.32880812319,34574.75165132796
365,2025-04-16 05:04:32.471,83691.3161157112,34421.930094332536
366,2025-04-16 06:07:55.560,83630.30378934758,34364.04561288958
367,2025-04-16 07:07:37.368,83362.81469972755,34110.42688543334
368,2025-04-16 08:04:40.714,83671.63968678997,34403.26094685734
369,2025-04-16 09:09:22.659,83268.76104504136,34021.31174265677
370,2025-04-16 10:07:08.037,83791.12089609494,34516.6467662317
371,2025-04-16 11:00:24.816,83684.21939217026,34415.19650977423
372,2025-04-16 12:04:59.970,83940.193092368,34658.1845071336
373,2025-04-16 13:05:38.435,84031.00362096768,34744.443332041
374,2025-04-16 14:04:48.792,83773.76770684845,34500.175724039465
375,2025-04-16 15:59:10.696,84632.62914216601,35316.62801301845
376,2025-04-16 16:00:13.625,84632.62914216601,35316.62801301845
377,2025-04-16 17:04:30.133,84881.20601105259,35553.39554516987
378,2025-04-16 18:14:47.218,85164.83798446032,35823.799882130144
379,2025-04-16 19:02:51.869,83592.78870942906,34328.460356823925
380,2025-04-16 20:06:03.213,83927.46698655207,34646.09856873643
381,2025-04-16 21:01:43.080,84335.5094604819,35033.89423016225
382,2025-04-16 22:04:31.619,84407.0868388753,35101.9787738113
383,2025-04-16 23:04:35.151,84585.68630940643,35271.93833568502
384,2025-04-17 00:04:52.293,84463.89043079078,35156.0228011986
385,2025-04-17 01:05:26.229,84058.84766997752,34770.897490960706
386,2025-04-17 02:04:51.351,84169.25906554099,34875.82386895084
387,2025-04-17 03:04:56.846,84289.10887462631,34989.76719991389
388,2025-04-17 04:04:40.360,84233.9540809772,34937.32445570987
389,2025-04-17 05:00:40.869,83998.8765062859,34713.92324775265
390,2025-04-17 06:05:40.929,84114.96421410139,34824.2210212464
391,2025-04-17 07:03:39.373,84424.6075788509,35118.64717985553
392,2025-04-17 08:04:57.904,84780.57098208612,35457.51688218204
393,2025-04-17 09:04:40.116,84657.33004725928,35340.14627707031
394,2025-04-17 10:00:54.998,84470.83930024544,35162.63483621763
395,2025-04-17 11:03:03.153,84444.83113819316,35137.88821030792
396,2025-04-17 12:04:41.285,84338.83914942484,35037.061051290984
397,2025-04-17 13:07:07.341,84671.31259746742,35353.460264222784
398,2025-04-17 14:04:42.015,84752.81095552155,35431.07476119769
399,2025-04-17 15:04:33.231,84551.43324382056,35239.33399036679
400,2025-04-17 16:04:53.536,84116.88582337098,34826.04718144089
401,2025-04-17 17:03:54.434,84521.25838113441,35210.614805830766
402,2025-04-17 18:01:35.119,84896.92624338971,35568.375786061166
403,2025-04-17 19:06:44.836,85130.287718885,35790.846994620144
404,2025-04-17 20:04:57.605,85099.49107256206,35761.4774249755
405,2025-04-17 21:06:36.814,84850.50910583472,35524.1459565149
406,2025-04-17 22:04:57.436,85111.67393566275,35773.09538430395
407,2025-04-17 23:04:56.201,85056.76185615391,35720.733297624916
408,2025-04-18 00:02:19.439,84837.31546385802,35511.575326685415
409,2025-04-18 01:07:17.344,84946.9167296784,35616.0184638988
410,2025-04-18 02:04:53.827,84812.66058743586,35488.08620274022
411,2025-04-18 03:05:02.404,84932.22254470258,35602.013545775415
412,2025-04-18 04:09:09.142,84877.16175933217,35549.54179760301
413,2025-04-18 05:04:45.550,84819.48188695368,35494.584771812384
414,2025-04-18 06:04:45.687,84693.92576511695,35374.99357832652
415,2025-04-18 07:04:56.822,84680.34688547385,35362.062931414206
416,2025-04-18 08:09:09.932,84719.19044705047,35399.05379475952
417,2025-04-18 09:04:34.493,84641.30564762019,35324.88886940209
418,2025-04-18 10:06:39.364,84627.54918136004,35311.791524770255
